web-scraper-order,web-scraper-start-url,main_article,main_article-href,nombre_piece,nombre_salle_de_bain,superficie(m2),adresse
"1740003995-2310","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-studio-cite-magistrat-3662241","","","","Sacré-Coeur, Dakar, Sénégal"
"1740003997-2311","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-cite-magistrat-3660585","","","","Sacré-Coeur, Dakar, Sénégal"
"1740003999-2312","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-point-e-3702740","3","3","160","Point E, Dakar, Sénégal"
"1740004002-2313","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3661932","","","","Mamelles, Dakar, Sénégal"
"1740004004-2314","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-liberte-6-extension-3665265","5","2","","Dakar, Sénégal"
"1740004007-2315","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-a-mermoz-3665324","4","3","120 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740004009-2316","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-sttudio-a-la-cite-sipres-2-3665363","2","2","","Sipres, Dakar, Sénégal"
"1740004011-2317","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-a-la-cite-sipres-2-3665386","3","2","","Sipres, Dakar, Sénégal"
"1740004014-2318","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/vente-appartements-2-pieces-mermoz-sacre-coeur-3704289","2","1","128","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740004016-2319","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-3668755","3","2","","Ngor, Dakar, Sénégal"
"1740004019-2320","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-yoff-apecsy-layenne-3666554","3","2","","Yoff, Dakar, Sénégal"
"1740004021-2321","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-dakar-3704804","4","1","","Thies, Sénégal"
"1740004023-2322","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-ngor-almadies-3704910","3","2","","Ngor, Dakar, Sénégal"
"1740004026-2323","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-cite-keur-gorgui-3667665","4","4","","Dakar, Sénégal"
"1740004028-2324","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-3668401","3","3","121","Almadies, Dakar, Sénégal"
"1740004031-2325","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-3668632","4","3","160 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740004033-2326","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-3668646","4","3","165 m2","Ouakam, Dakar, Sénégal"
"1740004036-2327","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-philippe-moris-almadie-3671799","2","2","150 m2","Ngor, Dakar, Sénégal"
"1740004038-2328","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-scat-urban-3671853","2","2","130 m2","Sipres, Dakar, Sénégal"
"1740004040-2329","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cite-sonatel-ie-3672055","3","2","110 m2","Sicap Liberté, Dakar, Sénégal"
"1740004043-2330","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-almadies-3707338","3","3","220","Almadies, Dakar, Sénégal"
"1740004045-2331","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-mourtada-3707384","3","2","165 m2","Ngor, Dakar, Sénégal"
"1740004048-2332","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-haut-standing-5-pieces-ngor-3669411","","","","Ngor, Dakar, Sénégal"
"1740004050-2333","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-3666259","4","1","1","Fann, Dakar, Sénégal"
"1740004052-2334","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-studios-medina-3669975","2","2","","Medina, Dakar, Sénégal"
"1740004055-2335","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartements-02-pieces-maristes-3708527","2","2","","Mariste, Dakar, Sénégal"
"1740004057-2336","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-baobab-3709016","4","2","160 m2","Dakar, Sénégal"
"1740004059-2337","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-3671345","3","3","211","Fann, Dakar, Sénégal"
"1740004062-2338","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-keur-massar-3709633","3","2","150","Keur Massar, Sénégal"
"1740004064-2339","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-mamelles-3709899","3","2","150","Mamelles, Dakar, Sénégal"
"1740004067-2340","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-ouakam-3709917","2","2","150","Ouakam, Dakar, Sénégal"
"1740004069-2341","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-3710530","3","3","100","Ouakam, Dakar, Sénégal"
"1740004071-2342","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-3673002","4","3","211","Almadies, Dakar, Sénégal"
"1740004074-2343","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ngor-3673288","","","","Ngor, Dakar, Sénégal"
"1740004076-2344","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3711508","4","3","150","Mamelles, Dakar, Sénégal"
"1740004079-2345","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-studio-keur-massar-3711865","2","2","150 m2","Keur Massar, Sénégal"
"1740004081-2346","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-3673569","4","3","211","Almadies, Dakar, Sénégal"
"1740004084-2347","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-8eme-tranche-3675739","4","2","90 m2","Sicap foire, Dakar, Sénégal"
"1740004086-2348","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-cite-mbakiyou-faye-3670461","3","1","1","Ouakam, Dakar, Sénégal"
"1740004089-2349","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3671328","4","2","1","Mamelles, Dakar, Sénégal"
"1740004091-2350","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3670477","7","2","1","Mamelles, Dakar, Sénégal"
"1740004093-2351","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-3674234","4","3","212","Almadies, Dakar, Sénégal"
"1740004096-2352","https://sn.coinafrique.com/categorie/appartements?page=092","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-3674290","4","4","","Dakar Plateau, Dakar, Sénégal"
"1740004106-2353","https://sn.coinafrique.com/categorie/appartements?page=091","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelle-cite-cheikh-amar-3674309","4","4","200 m2","Mamelles, Dakar, Sénégal"
"1740004108-2354","https://sn.coinafrique.com/categorie/appartements?page=091","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-3674577","4","3","211","Almadies, Dakar, Sénégal"
"1740004111-2355","https://sn.coinafrique.com/categorie/appartements?page=091","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-2-3713878","4","2","150 m2","Rufisque, Sénégal"
"1740004113-2356","https://sn.coinafrique.com/categorie/appartements?page=091","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-3675275","4","3","212","Almadies, Dakar, Sénégal"
"1740004116-2357","https://sn.coinafrique.com/categorie/appartements?page=091","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-point-e-3714679","4","4","200","Point E, Dakar, Sénégal"
"1740004118-2358","https://sn.coinafrique.com/categorie/appartements?page=091","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-standing-a-la-pointe-des-almadies-vue-sur-la-mer-3674434","","","","Almadies, Dakar, Sénégal"
"1740004120-2359","https://sn.coinafrique.com/categorie/appartements?page=091","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-cur-3715789","4","3","120","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740004123-2360","https://sn.coinafrique.com/categorie/appartements?page=091","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-zac-mbao-3679439","3","1","130","Rufisque, Sénégal"
"1740004125-2361","https://sn.coinafrique.com/categorie/appartements?page=091","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mbao-3679442","4","1","140","Rufisque, Sénégal"
"1740004128-2362","https://sn.coinafrique.com/categorie/appartements?page=091","favorite_border2années","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-3674591","4","3","1","Almadies, Dakar, Sénégal"
