web-scraper-order,web-scraper-start-url,main_article,main_article-href,price,superficie,Adresse,image_lien
"1739974985-1","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-keur-massar-2693751","8 000 000 CFA","150 m2","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2693751_uploaded_image1_1602668350.jpg""); width: 410px;"
"1739974988-2","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-pikine-2694148","14 000 000 CFA","150","Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/2694148_uploaded_image1_1602676339.jpg""); width: 369px;"
"1739974990-3","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-kaniack-2695073","1 500 000 CFA","150 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2695073_uploaded_image1_1602698755.jpg""); width: 383px;"
"1739974993-4","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-2695250","3 500 000 CFA","150 m2","Patte d'Oie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2695250_uploaded_image2_1602704314.jpeg""); width: 369px;"
"1739974995-5","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-16-hectares-diamniadio-2695658","Prix sur demande","160000 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2695658_uploaded_image1_1602715993.jpg""); width: 548px;"
"1739974998-6","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-3000-m-cite-keur-gorgui-2695688","Prix sur demande","3000 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2695688_uploaded_image1_1602716962.jpg""); width: 548px;"
"1739975000-7","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-83886-m-mbour-2696651","13 000 CFA","83886","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2696651_uploaded_image1_1602762205.jpg""); width: 491px;"
"1739975002-8","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-300m2-sly-joseph-2696706","6 000 000 CFA","300","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2696706_uploaded_image1_1602764051.jpg""); width: 369px;"
"1739975005-9","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-165-m2-keur-massar-2696866","17 000 000 CFA","165","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2696866_uploaded_image1_1602767323.jpg""); width: 369px;"
"1739975007-10","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-225-m2-diass-2696911","1 700 000 CFA","225","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2696911_uploaded_image1_1602768350.jpg""); width: 369px;"
"1739975010-11","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-2697352","7 000 000 CFA","150 m2","Sebikotane, Sénégal","background-image: url(""https://images.coinafrique.com/2697352_uploaded_image1_1602779661.jpg""); width: 443px;"
"1739975012-12","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-fenetre-mermoz-2697357","675 000 000 CFA","500","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2697357_uploaded_image1_1602779756.jpg""); width: 527px;"
"1739975015-13","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150m-ouest-foire-2697415","48 000 000 CFA","150","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2697415_uploaded_image1_1602781189.jpg""); width: 369px;"
"1739975017-14","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-168-m-yoff-2697429","47 000 000 CFA","168","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2697429_uploaded_image1_1602781526.jpg""); width: 457px;"
"1739975019-15","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-160-m-keur-massar-2697445","15 000 000 CFA","160","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2697445_uploaded_image1_1602781781.jpg""); width: 408px;"
"1739975022-16","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-1800-m2-saint-louis-2698114","15 000 000 CFA","1800","Saint Louis, Sénégal","background-image: url(""https://images.coinafrique.com/2698114_uploaded_image1_1602807336.jpg""); width: 517px;"
"1739975024-17","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-16-ha-diamniadio-2698638","3 000 000 000 CFA","160000","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/2698638_uploaded_image1_1602844037.jpg""); width: 508px;"
"1739975027-18","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-5777-m-yoff-2698675","Prix sur demande","","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2698675_uploaded_image1_1602845051.jpg""); width: 505px;"
"1739975030-19","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-diamniadio-2698893","2 000 000 CFA","300","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/2698893_uploaded_image1_1602849532.jpg""); width: 458px;"
"1739975033-20","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-dakar-plateau-2699041","3 500 000 CFA","150","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2699041_uploaded_image1_1602852852.jpg""); width: 443px;"
"1739975036-21","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-300-m-thies-2699228","3 500 000 CFA","300","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2699228_uploaded_image1_1602857495.jpg""); width: 513px;"
"1739975038-22","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-100000-m2-mboro-2699318","100 000 000 CFA","100000","Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/2699318_uploaded_image1_1602861068.jpg""); width: 378px;"
"1739975041-23","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-500-m-ouest-foire-2699571","300 000 CFA","500","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2699571_uploaded_image1_1602867896.jpg""); width: 478px;"
"1739975043-24","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-keur-daouda-sarr-2699663","5 500 000 CFA","150 m2","Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2699663_uploaded_image1_1602870736.jpg""); width: 612px;"
"1739975046-25","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1800-m-saint-louis-2699850","15 000 000 CFA","1800","Saint Louis, Sénégal","background-image: url(""https://images.coinafrique.com/2699850_uploaded_image1_1602877012.jpg""); width: 517px;"
"1739975048-26","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-centre-ville-2699897","35 000 000 CFA","150 m2","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2699897_uploaded_image1_1602878350.jpg""); width: 618px;"
"1739975051-27","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-180m-dalifort-2699930","32 000 000 CFA","180 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2699930_uploaded_image1_1602879287.jpg""); width: 393px;"
"1739975053-28","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-rufisque-2700146","9 000 000 CFA","150","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2700146_uploaded_image1_1602887718.jpg""); width: 369px;"
"1739975056-29","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-60000m-thies-2701178","90 000 000 CFA","60000","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2701178_uploaded_image1_1602939737.jpg""); width: 378px;"
"1739975058-30","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-30000-m-mboro-2701196","40 000 000 CFA","30000","Mboro, Sénégal","background-image: url(""https://images.coinafrique.com/2701196_uploaded_image1_1602940150.jpg""); width: 378px;"
"1739975060-31","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambilor-2701700","2 500 000 CFA","150 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2701700_uploaded_image1_1602955904.jpg""); width: 400px;"
"1739975063-32","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-2701926","7 500 000 CFA","150 m2","Sebikotane, Sénégal","background-image: url(""https://images.coinafrique.com/2701926_uploaded_image1_1602964692.jpg""); width: 443px;"
"1739975065-33","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m-dakar-2702100","1 500 000 CFA","150","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2702100_uploaded_image1_1602972211.jpg""); width: 420px;"
"1739975068-34","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-rufisque-2702139","7 500 000 CFA","150 m2","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2702139_uploaded_image1_1602973500.jpg""); width: 531px;"
"1739975070-35","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-diass-2703407","3 500 000 CFA","150 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2703407_uploaded_image1_1603040328.jpg""); width: 604px;"
"1739975072-36","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-mbour-2703441","2 000 000 CFA","225","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2703441_uploaded_image1_1603041661.jpg""); width: 622px;"
"1739975075-37","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambilor-2703527","1 500 000 CFA","15 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2703527_uploaded_image1_1603046130.jpg""); width: 598px;"
"1739975077-38","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambilor-gorom-2703610","2 500 000 CFA","150 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2703610_uploaded_image1_1603049234.jpg""); width: 422px;"
"1739975080-39","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-bambylor-gorom-2703752","2 500 000 CFA","150 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2703752_uploaded_image1_1603052808.jpg""); width: 422px;"
"1739975082-40","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-sindia-thiafoura-guereo-2703767","2 000 000 CFA","300","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2703767_uploaded_image1_1603053586.jpg""); width: 416px;"
"1739975085-41","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-cite-apix-tivaoune-2704139","23 000 000 CFA","150 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2704139_uploaded_image1_1603071789.jpg""); width: 587px;"
"1739975087-42","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-tivaouane-peulh-2704147","23 000 000 CFA","","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2704147_uploaded_image1_1603072410.jpg""); width: 587px;"
"1739975089-43","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-thies-2704518","3 500 000 CFA","300","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2704518_uploaded_image1_1603100860.jpg""); width: 550px;"
"1739975092-44","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-montagne-nord-louga-2705048","3 500 000 CFA","","Louga, Sénégal","background-image: url(""https://images.coinafrique.com/2705048_uploaded_image1_1603115652.jpg""); width: 587px;"
"1739975094-45","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-ngor-2705437","500 000 CFA","637","Ngor, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2705437_uploaded_image1_1603124740.jpg""); width: 527px;"
"1739975097-46","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-373-m-yoff-2705470","175 000 000 CFA","373","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2705470_uploaded_image1_1603125465.jpg""); width: 527px;"
"1739975099-47","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-400-m2-malikounda-2705590","7 000 000 CFA","400","Malikounda, Sénégal","background-image: url(""https://images.coinafrique.com/2705590_uploaded_image1_1603129364.jpg""); width: 550px;"
"1739975102-48","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambylor-gorom-2706031","1 500 000 CFA","150 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2706031_uploaded_image1_1603145630.jpg""); width: 422px;"
"1739975104-49","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-2706099","Prix sur demande","","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2706099_uploaded_image3_1603148083.jpeg""); width: 558px;"
"1739975107-50","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains106-ha-diass-2706122","Prix sur demande","106000000 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2706122_uploaded_image1_1603148801.jpg""); width: 548px;"
"1739975109-51","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/parcelles-250-m-sangue-2707415","9 000 000 CFA","250 m2","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2707415_uploaded_image2_1603200736.jpeg""); width: 581px;"
"1739975111-52","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/parcelles-200-m2-momboye-2707433","1 500 000 CFA","200 m2","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2707433_uploaded_image1_1603201179.jpg""); width: 581px;"
"1739975114-53","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-bambilor-2707518","2 800 000 CFA","150 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2707518_uploaded_image2_1603203111.jpeg""); width: 420px;"
"1739975116-54","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-309-m2-cite-mourtada-2707703","135 000 000 CFA","309","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2707703_uploaded_image1_1603206980.jpg""); width: 671px;"
"1739975119-55","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-ouest-foire-2707934","55 000 000 CFA","200","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2707934_uploaded_image1_1603213209.jpg""); width: 369px;"
"1739975122-56","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-1600-m2-ngekhokh-2708610","Prix sur demande","1600","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2708610_uploaded_image1_1603239842.jpg""); width: 593px;"
"1739975124-57","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-500-m2-saly-2708627","17 000 000 CFA","500","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/2708627_uploaded_image1_1603241377.jpg""); width: 593px;"
"1739975127-58","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m2-sindia-2708629","5 000 000 CFA","400","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2708629_uploaded_image1_1603241568.jpg""); width: 593px;"
"1739975129-59","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-400-m2-yene-2708631","10 000 000 CFA","","Toubab Dialao, Sénégal","background-image: url(""https://images.coinafrique.com/2708631_uploaded_image1_1603241795.jpg""); width: 593px;"
"1739975131-60","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-ouest-foire-2709099","55 000 000 CFA","200","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2709099_uploaded_image2_1603274719.jpeg""); width: 619px;"
"1739975134-61","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-technopole-2709722","25 000 000 CFA","150 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2709722_uploaded_image1_1603288533.jpg""); width: 393px;"
"1739975136-62","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-kounoune-2710292","12 000 000 CFA","150 m2","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2710292_uploaded_image1_1603306433.jpg""); width: 369px;"
"1739975139-63","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-2000m-ngaparou-2710440","70 000 000 CFA","2000 m2","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2710440_uploaded_image1_1603311715.jpg""); width: 369px;"
"1739975141-64","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-zac-de-mbao-2710595","25 000 000 CFA","159 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2710595_uploaded_image1_1603318250.jpg""); width: 369px;"
"1739975144-65","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-ndiass-2711072","1 000 000 CFA","225","Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/2711072_uploaded_image1_1603357030.jpg""); width: 398px;"
"1739975146-66","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-keur-massar-2711640","8 000 000 CFA","150 m2","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2711640_uploaded_image1_1603370505.jpg""); width: 410px;"
"1739975148-67","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-mbour-santhian-2711961","3 000 000 CFA","180 m2","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2711961_uploaded_image1_1603377485.jpg""); width: 534px;"
"1739975152-68","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-352-m-cite-biagui-2712118","175 000 000 CFA","352","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2712118_uploaded_image1_1603381006.jpg""); width: 527px;"
"1739975154-69","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-thies-2712591","1 600 000 CFA","225","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/2712591_uploaded_image1_1603395426.jpg""); width: 408px;"
"1739975158-70","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-rufisque-2713011","8 500 000 CFA","150","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2713011_uploaded_image1_1603410532.jpg""); width: 408px;"
"1739975161-71","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-lac-rose-2713032","2 000 000 CFA","","Bargny, Sénégal","background-image: url(""https://images.coinafrique.com/2713032_uploaded_image1_1603412525.jpg""); width: 576px;"
"1739975163-72","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrains-tivaouane-peulh-2713079","Prix sur demande","150 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2713079_uploaded_image1_1603418070.jpg""); width: 671px;"
"1739975165-73","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-keur-massar-2713450","13 000 000 CFA","150 m2","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/2713450_uploaded_image1_1603445306.jpg""); width: 434px;"
"1739975168-74","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-167-m2-yoff-2713747","47 000 000 CFA","167","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2713747_uploaded_image2_1603453800.jpeg""); width: 457px;"
"1739975170-75","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-225-m2-diass-2714360","2 000 000 CFA","225","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2714360_uploaded_image1_1603470704.jpg""); width: 369px;"
"1739975173-76","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-rufisque-2714507","3 500 000 CFA","150","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2714507_uploaded_image2_1603475564.jpeg""); width: 369px;"
"1739975175-77","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-rufisque-2714794","7 500 000 CFA","150 m2","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2714794_uploaded_image1_1603487594.jpg""); width: 531px;"
"1739975178-78","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-rufisque-2714855","1 500 000 CFA","150","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2714855_uploaded_image1_1603490378.jpg""); width: 369px;"
"1739975180-79","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-1000m-diamniadio-2714999","16 000 000 CFA","1000","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/2714999_uploaded_image1_1603498220.jpg""); width: 369px;"
"1739975183-80","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-1082m-point-e-2715028","Prix sur demande","1082","Point E, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2715028_uploaded_image1_1603501953.jpg""); width: 369px;"
"1739975185-81","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-ndiass-2715078","2 500 000 CFA","225","Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/2715078_uploaded_image1_1603509662.jpg""); width: 391px;"
"1739975188-82","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-225-m-ndiass-2715081","1 000 000 CFA","225","Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/2715081_uploaded_image1_1603509985.jpg""); width: 391px;"
"1739975190-83","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-208-m-sicap-liberte-6-2715184","70 000 000 CFA","208","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2715184_uploaded_image1_1603524934.jpg""); width: 559px;"
"1739975193-84","https://sn.coinafrique.com/categorie/terrains?page=119","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-100-ha-thies-2715254","260 000 000 CFA","1000000 m2","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2715254_uploaded_image1_1603527745.jpg""); width: 370px;"
"1739975199-85","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1300m-mbour-2715311","55 000 000 CFA","1300","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/2715311_uploaded_image1_1603529832.jpg""); width: 369px;"
"1739975201-86","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-bambilor-goromm-2715391","2 500 000 CFA","","Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2715391_uploaded_image1_1603533152.jpg""); width: 419px;"
"1739975204-87","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-340m-ndiass-2715572","2 000 000 CFA","340","Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/2715572_uploaded_image1_1603538611.jpg""); width: 406px;"
"1739975206-88","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-340m-ndiass-2715582","2 000 000 CFA","340","Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/2715582_uploaded_image1_1603538812.jpg""); width: 406px;"
"1739975209-89","https://sn.coinafrique.com/categorie/terrains?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-rufisque-2716697","1 500 000 CFA","150","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2716697_uploaded_image1_1603592076.jpg""); width: 488px;"
