web-scraper-order,web-scraper-start-url,main_article,main_article-href,price,superficie,Adresse,image_lien
"1739980582-1830","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-200-m-yenne-3098320","3 000 000 CFA","200","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3098320_uploaded_image1_1620208734.jpg""); width: 482px;"
"1739980584-1831","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrain-625-m2-fass-3098636","250 000 000 CFA","625","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3098636_uploaded_image1_1620217355.jpg""); width: 383px;"
"1739980587-1832","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrain-1200-m2-nguekokh-3098714","13 000 000 CFA","1200 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3098714_uploaded_image1_1620219027.jpg""); width: 608px;"
"1739980589-1833","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-1-ha-diamniadio-3098716","30 000 CFA","50000 m2","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/3098716_uploaded_image1_1620219042.jpg""); width: 369px;"
"1739980592-1834","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrain-yenne-3098743","3 000 000 CFA","200 m2","Toubab Dialao, Sénégal","background-image: url(""https://images.coinafrique.com/3098743_uploaded_image1_1620219435.jpg""); width: 369px;"
"1739980594-1835","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-keur-ndiay-lo-3099050","7 000 000 CFA","150 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3099050_uploaded_image1_1620227241.jpg""); width: 379px;"
"1739980597-1836","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-200-m-mamelles-3099941","85 000 000 CFA","200 m2","Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3099941_uploaded_image1_1620258456.jpg""); width: 369px;"
"1739980599-1837","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-saint-louis-3099988","5 000 000 CFA","300","Saint Louis, Sénégal","background-image: url(""https://images.coinafrique.com/3099988_uploaded_image1_1620261025.jpg""); width: 470px;"
"1739980602-1838","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-diamniadio-3100012","3 000 000 CFA","150 m2","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/3100012_uploaded_image1_1620263396.jpg""); width: 440px;"
"1739980604-1839","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-dakar-3100497","12 000 000 CFA","150","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3100497_uploaded_image1_1620294921.jpg""); width: 576px;"
"1739980606-1840","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-dakar-3100503","13 000 000 CFA","150","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3100503_uploaded_image1_1620295173.jpg""); width: 576px;"
"1739980609-1841","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-290-m2-mbao-3100585","35 000 000 CFA","290","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3100585_uploaded_image1_1620297952.jpg""); width: 446px;"
"1739980613-1842","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-225-m-mbao-3100629","25 000 000 CFA","225","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3100629_uploaded_image1_1620299158.jpg""); width: 446px;"
"1739980616-1843","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-lac-rose-3100809","3 000 000 CFA","150 m2","Niaga, Sénégal","background-image: url(""https://images.coinafrique.com/3100809_uploaded_image1_1620303703.jpg""); width: 462px;"
"1739980619-1844","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-448-m2-thies-3100859","15 000 000 CFA","448","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3100859_uploaded_image1_1620304616.jpg""); width: 544px;"
"1739980621-1845","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-keur-massar-3101176","10 000 000 CFA","150","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/3101176_uploaded_image1_1620312197.jpg""); width: 370px;"
"1739980624-1846","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-keur-massar-3101215","9 000 000 CFA","150 m2","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/3101215_uploaded_image1_1620313163.jpg""); width: 369px;"
"1739980627-1847","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-2300-m2-dakar-plateau-3101280","2 000 000 CFA","2300","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3101280_uploaded_image1_1620314422.jpg""); width: 502px;"
"1739980629-1848","https://sn.coinafrique.com/categorie/terrains?page=98","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrain-3101299","10 000 000 CFA","300 m2","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/3101299_uploaded_image1_1620314848.jpg""); width: 444px;"
"1739980638-1849","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrain-3101315","200 000 000 CFA","500 m2","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/3101315_uploaded_image1_1620315169.jpg""); width: 444px;"
"1739980641-1850","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrain-liberte-6-3101317","75 000 000 CFA","170 m2","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3101317_uploaded_image1_1620315187.jpg""); width: 550px;"
"1739980643-1851","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrain-10000-m-almadies-3101405","1 250 000 CFA","2000 m2","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3101405_uploaded_image1_1620317408.jpg""); width: 386px;"
"1739980646-1852","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-tivaoune-3102250","600 000 CFA","300 m2","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3102250_uploaded_image1_1620349893.jpg""); width: 567px;"
"1739980648-1853","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-saint-louis-3102262","Prix sur demande","","Saint Louis, Sénégal","background-image: url(""https://images.coinafrique.com/3102262_uploaded_image1_1620351107.jpg""); width: 369px;"
"1739980651-1854","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-saint-louis-3102265","Prix sur demande","","Saint Louis, Sénégal","background-image: url(""https://images.coinafrique.com/3102265_uploaded_image1_1620351510.jpg""); width: 369px;"
"1739980653-1855","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-170-m2-sicap-liberte-3103231","67 000 000 CFA","170","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3103231_uploaded_image1_1620398671.jpg""); width: 379px;"
"1739980656-1856","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-225-m-ouest-foire-3103574","65 000 000 CFA","225 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3103574_uploaded_image1_1620409629.jpg""); width: 551px;"
"1739980658-1857","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-170-m-liberte-6-extension-3103794","70 000 000 CFA","170 m2","Sicap Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3103794_uploaded_image1_1620418473.jpg""); width: 369px;"
"1739980661-1858","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1500-m-mbodjienn-3104041","300 000 000 CFA","1500","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/3104041_uploaded_image1_1620428556.jpg""); width: 415px;"
"1739980663-1859","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-2000-m-ngor-3104064","600 000 CFA","2000","Ngor, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3104064_uploaded_image1_1620429649.jpg""); width: 671px;"
"1739980666-1860","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-kounoune-3104107","10 000 000 CFA","150 m2","Sicap-Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3104107_uploaded_image1_1620431524.jpg""); width: 439px;"
"1739980668-1861","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-champ-6-pieces-25-hectares-gorom-3104214","260 000 000 CFA","","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3104214_uploaded_image1_1620436863.jpg""); width: 382px;"
"1739980670-1862","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-10000-m-almadies-2-3104394","700 000 000 CFA","10000","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3104394_uploaded_image1_1620460943.jpg""); width: 382px;"
"1739980673-1863","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-500-m-saly-3105020","60 000 000 CFA","500 m2","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/3105020_uploaded_image1_1620484138.jpg""); width: 552px;"
"1739980676-1864","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-saint-louis-3105557","6 000 000 CFA","150","Saint Louis, Sénégal","background-image: url(""https://images.coinafrique.com/3105557_uploaded_image1_1620506973.jpg""); width: 369px;"
"1739980678-1865","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-keur-massar-3105771","Prix sur demande","150","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/3105771_uploaded_image1_1620517897.jpg""); width: 369px;"
"1739980681-1866","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-mbodiene-3105957","6 000 000 CFA","300","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3105957_uploaded_image1_1620532754.jpg""); width: 391px;"
"1739980683-1867","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-carriere-basalte-29ha-poute-3106024","Prix sur demande","290000 m2","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3106024_uploaded_image1_1620541151.jpg""); width: 487px;"
"1739980685-1868","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/cherche-terrain-600-m-3106239","Prix sur demande","600 m2","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3106239_uploaded_image1_1620556105.jpg""); width: 515px;"
"1739980688-1869","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-160-m-mbao-3106380","22 000 000 CFA","160","Mbao, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3106380_uploaded_image1_1620563165.jpg""); width: 506px;"
"1739980690-1870","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-200-m-mamelles-3106398","Prix sur demande","200","Mamelles, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3106398_uploaded_image1_1620563684.jpg""); width: 415px;"
"1739980693-1871","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-ndiakhirat-3106486","4 000 000 CFA","150 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3106486_uploaded_image1_1620567573.jpg""); width: 388px;"
"1739980696-1872","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m-ouest-foire-3106972","45 000 000 CFA","150 m2","Sicap-Liberté, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3106972_uploaded_image1_1620585377.jpg""); width: 439px;"
"1739980698-1873","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-fass-mbao-3107073","33 000 000 CFA","250 m2","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/3107073_uploaded_image1_1620591054.jpg""); width: 552px;"
"1739980701-1874","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-2500-m-thies-3107087","312 500 000 CFA","2500","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3107087_uploaded_image1_1620591657.jpg""); width: 565px;"
"1739980705-1875","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrain-5-hectares-a-pout-pres-dangote-3107491","250 000 000 CFA","50000 m2","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/3107491_uploaded_image1_1620617380.jpg""); width: 552px;"
"1739980707-1876","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-200-m-diass-3109232","1 750 000 CFA","200 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3109232_uploaded_image2_1620678261.jpeg""); width: 594px;"
"1739980709-1877","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-ouest-foire-3109305","45 000 000 CFA","150","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3109305_uploaded_image1_1620680481.jpg""); width: 427px;"
"1739980712-1878","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-thies-3109442","400 000 CFA","300 m2","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3109442_uploaded_image1_1620685465.jpg""); width: 576px;"
"1739980714-1879","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-grand-mbao-3109464","20 000 000 CFA","150 m2","Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/3109464_uploaded_image1_1620686367.jpg""); width: 440px;"
"1739980717-1880","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-200-m-dakar-3109779","70 000 000 CFA","200","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3109779_uploaded_image1_1620715372.jpg""); width: 369px;"
"1739980719-1881","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-300-m-sindia-3110350","6 000 000 CFA","300","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3110350_uploaded_image1_1620736608.jpg""); width: 484px;"
"1739980722-1882","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-3006-m2-dakar-plateau-3110418","900 000 CFA","3006","Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3110418_uploaded_image1_1620738734.jpg""); width: 369px;"
"1739980724-1883","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-3110422","400 000 CFA","","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3110422_uploaded_image1_1620738960.jpg""); width: 576px;"
"1739980727-1884","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-2000-m-mermoz-sacre-coeur-3110430","900 000 CFA","2000","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3110430_uploaded_image1_1620739270.jpg""); width: 369px;"
"1739980730-1885","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-600-m-rufisque-3110476","85 000 000 CFA","600","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3110476_uploaded_image1_1620740865.jpg""); width: 563px;"
"1739980732-1886","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-senegal-3110580","400 000 CFA","","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3110580_uploaded_image1_1620743553.jpg""); width: 576px;"
"1739980735-1887","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-thies-3110694","400 000 CFA","","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3110694_uploaded_image1_1620747081.jpg""); width: 576px;"
"1739980737-1888","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-dakar-ouest-foire-3111249","55 000 000 CFA","150","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3111249_uploaded_image1_1620771366.jpg""); width: 514px;"
"1739980740-1889","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-1-lot-thies-3111444","450 000 CFA","225 m2","Thies, Sénégal","background-image: url(""https://images.coinafrique.com/3111444_uploaded_image1_1620780023.jpg""); width: 420px;"
"1739980742-1890","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-600-m-almadies-3111541","10 000 000 CFA","600","Almadies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3111541_uploaded_image1_1620791205.jpg""); width: 541px;"
"1739980745-1891","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-1-ha-diamniadio-3112264","600 000 000 CFA","10000 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3112264_uploaded_image1_1620828905.jpg""); width: 435px;"
"1739980747-1892","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-50-ha-mbambilor-3112648","20 000 CFA","500000 m2","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3112648_uploaded_image1_1620841336.jpg""); width: 526px;"
"1739980750-1893","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-320-ha-diass-3112661","20 000 CFA","3200000 m2","Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/3112661_uploaded_image1_1620841734.jpg""); width: 526px;"
"1739980752-1894","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-mbour-3112850","3 300 000 CFA","300","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3112850_uploaded_image1_1620850075.jpg""); width: 549px;"
"1739980755-1895","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-keur-massar-extension-3112868","9 000 000 CFA","150 m2","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/3112868_uploaded_image1_1620851058.jpg""); width: 369px;"
"1739980757-1896","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-170-m-liberte-6-3113443","65 000 000 CFA","170 m2","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3113443_uploaded_image1_1620900555.jpg""); width: 569px;"
"1739980759-1897","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-ouest-foire-3113447","55 000 000 CFA","150 m2","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3113447_uploaded_image1_1620900669.jpg""); width: 569px;"
"1739980763-1898","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-178-m-medina-3113455","110 000 000 CFA","178 m2","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3113455_uploaded_image1_1620900920.jpg""); width: 569px;"
"1739980766-1899","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-165-m-maristes-3113462","50 000 000 CFA","165 m2","Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3113462_uploaded_image1_1620901133.jpg""); width: 569px;"
"1739980768-1900","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-400m-st-louis-3113674","Prix sur demande","400 m2","Saint Louis, Sénégal","background-image: url(""https://images.coinafrique.com/3113674_uploaded_image1_1620911106.jpg""); width: 588px;"
"1739980771-1901","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-mbour-3113928","3 000 000 CFA","300","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3113928_uploaded_image1_1620922545.jpg""); width: 560px;"
"1739980773-1902","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-180-m-mboul-3114425","2 500 000 CFA","","Ouest Foire, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3114425_uploaded_image1_1620950114.jpg""); width: 563px;"
"1739980776-1903","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-159-m-grand-yoff-3114526","37 000 000 CFA","159","Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3114526_uploaded_image1_1620969568.jpg""); width: 369px;"
"1739980778-1904","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-keur-massar-3114895","9 000 000 CFA","150 m2","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/3114895_uploaded_image1_1620993073.jpg""); width: 369px;"
"1739980781-1905","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-1-ha-guereo-3114928","86 700 000 CFA","10200 m2","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3114928_uploaded_image1_1620994350.jpg""); width: 395px;"
"1739980783-1906","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-300m-ndiass-3115514","3 000 000 CFA","300","Ndiass, Sénégal","background-image: url(""https://images.coinafrique.com/3115514_uploaded_image1_1621019254.jpg""); width: 427px;"
"1739980786-1907","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-150m-keur-massar-3115522","8 000 000 CFA","150","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/3115522_uploaded_image1_1621019610.jpg""); width: 369px;"
"1739980788-1908","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrain-150m-nguekhor-3115607","4 500 000 CFA","","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/3115607_uploaded_image1_1621023707.jpg""); width: 450px;"
"1739980791-1909","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrain-a-nguekho-3115625","4 500 000 CFA","150 m2","Saly, Sénégal","background-image: url(""https://images.coinafrique.com/3115625_uploaded_image1_1621024666.jpg""); width: 450px;"
"1739980794-1910","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/terrains-a-vendre-route-de-diakhay-3115667","11 000 000 CFA","150","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3115667_uploaded_image2_1621026117.jpeg""); width: 383px;"
"1739980796-1911","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-almadies-2-3115908","Prix sur demande","150","Keur Massar, Sénégal","background-image: url(""https://images.coinafrique.com/3115908_uploaded_image1_1621050155.jpg""); width: 414px;"
"1739980799-1912","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m-diamniadio-3116179","2 500 000 CFA","150","Diamniadio, Sénégal","background-image: url(""https://images.coinafrique.com/3116179_uploaded_image1_1621075733.jpg""); width: 559px;"
"1739980801-1913","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-rufisque-kounoune-3116770","8 000 000 CFA","150","Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/3116770_uploaded_image1_1621103202.jpg""); width: 416px;"
"1739980805-1914","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-bayakh-3116910","1 000 000 CFA","","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3116910_uploaded_image1_1621110282.jpg""); width: 526px;"
"1739980808-1915","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300-m-nguekhokh-3116989","5 250 000 CFA","300 m2","Mbour, Sénégal","background-image: url(""https://images.coinafrique.com/3116989_uploaded_image1_1621114294.jpg""); width: 604px;"
"1739980810-1916","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-jumeles-150-m-keur-massar-3117058","8 000 000 CFA","150 m2","Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3117058_uploaded_image1_1621117562.jpg""); width: 604px;"
"1739980813-1917","https://sn.coinafrique.com/categorie/terrains?page=97","favorite_border3années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-11000-m-fann-mermoz-3117129","1 000 000 CFA","11000","Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/3117129_uploaded_image1_1621124524.jpg""); width: 421px;"
